CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13243.0,85,4,635.26,3,Loyal Customers
13245.0,68,1,558.72,2,Lost Customers
13246.0,29,5,1390.23,3,Loyal Customers
13249.0,37,6,897.52,3,Loyal Customers
13250.0,96,2,253.09,2,Lost Customers
13251.0,38,1,252.68,0,New Customers
13252.0,30,2,399.3,0,New Customers
13253.0,66,2,1920.71,3,Loyal Customers
13254.0,12,1,51.41,0,New Customers
13255.0,9,2,504.95,0,New Customers
13257.0,72,1,149.75,2,Lost Customers
13258.0,15,2,336.6,0,New Customers
13259.0,33,8,1119.36,3,Loyal Customers
13262.0,25,2,373.16,0,New Customers
13263.0,29,4,1239.27,3,Loyal Customers
13264.0,78,1,722.5600000000001,2,Lost Customers
13266.0,49,7,2300.78,3,Loyal Customers
13267.0,2,18,5236.77,1,VIP Customers
13269.0,5,14,3545.47,1,VIP Customers
13270.0,2,1,590.0,0,New Customers
13274.0,45,1,360.85,0,New Customers
13275.0,19,2,238.86,0,New Customers
13276.0,33,3,1300.98,3,Loyal Customers
13277.0,16,3,264.9,0,New Customers
13278.0,35,3,893.12,3,Loyal Customers
13280.0,15,4,1494.87,3,Loyal Customers
13281.0,75,1,350.85,2,Lost Customers
13282.0,42,1,181.05,0,New Customers
13283.0,203,2,279.7,2,Lost Customers
13285.0,236,2,655.47,2,Lost Customers
13286.0,236,1,734.91,2,Lost Customers
13287.0,239,3,781.59,3,Loyal Customers
13288.0,79,5,927.61,3,Loyal Customers
13289.0,359,1,307.95,2,Lost Customers
13290.0,74,1,208.63,2,Lost Customers
13291.0,50,10,2909.68,1,VIP Customers
13292.0,51,3,415.57,0,New Customers
13293.0,28,6,1192.94,3,Loyal Customers
13294.0,282,1,815.79,2,Lost Customers
13295.0,12,3,900.77,0,New Customers
13296.0,59,5,705.11,3,Loyal Customers
13297.0,21,3,2278.77,3,Loyal Customers
13299.0,59,2,1076.2,3,Loyal Customers
13300.0,24,2,913.62,0,New Customers
13302.0,162,1,95.45,2,Lost Customers
13303.0,36,1,61.72,2,Lost Customers
13304.0,91,3,917.57,3,Loyal Customers
13305.0,8,7,1751.75,1,VIP Customers
13306.0,66,1,53.65,2,Lost Customers
13307.0,123,2,258.34,2,Lost Customers
13308.0,232,1,284.86,2,Lost Customers
13309.0,28,1,249.58,0,New Customers
13310.0,16,2,409.17,0,New Customers
13312.0,87,1,124.75,2,Lost Customers
13313.0,115,7,1890.0,3,Loyal Customers
13315.0,325,1,310.26000000000005,2,Lost Customers
13316.0,28,6,7207.89,1,VIP Customers
13317.0,21,13,4212.411,1,VIP Customers
13319.0,1,34,11236.95,1,VIP Customers
13320.0,70,2,679.4,3,Loyal Customers
13324.0,64,8,3391.52,3,Loyal Customers
13326.0,68,1,281.76,2,Lost Customers
13327.0,1,14,6251.71,1,VIP Customers
13329.0,2,7,4323.97,1,VIP Customers
13330.0,91,3,1655.17,3,Loyal Customers
13331.0,37,1,262.4,0,New Customers
13333.0,47,3,1015.74,3,Loyal Customers
13334.0,172,2,2699.48,3,Loyal Customers
13337.0,182,1,1575.26,2,Lost Customers
13338.0,177,3,1958.6,3,Loyal Customers
13340.0,53,5,11364.08,3,Loyal Customers
13346.0,98,6,299.4,3,Loyal Customers
13357.0,130,4,3196.11,3,Loyal Customers
13359.0,39,1,603.75,0,New Customers
13360.0,67,4,1553.65,3,Loyal Customers
13361.0,108,2,1450.5,3,Loyal Customers
13362.0,14,3,2303.33,3,Loyal Customers
13363.0,45,1,731.36,0,New Customers
13367.0,67,1,510.2,2,Lost Customers
13368.0,50,2,498.1,0,New Customers
13369.0,1,1,308.28000000000003,0,New Customers
13370.0,7,1,754.87,0,New Customers
13371.0,141,2,2297.66,3,Loyal Customers
13373.0,51,3,4274.94,3,Loyal Customers
13374.0,50,2,422.8,0,New Customers
13375.0,80,1,1013.58,2,Lost Customers
13377.0,32,2,1552.88,3,Loyal Customers
13380.0,68,1,62.4,2,Lost Customers
13381.0,15,6,4585.06,1,VIP Customers
13382.0,64,4,1164.59,3,Loyal Customers
13383.0,179,1,305.28000000000003,2,Lost Customers
13384.0,26,4,2528.9,3,Loyal Customers
13386.0,50,2,835.46,3,Loyal Customers
13387.0,53,1,186.94,2,Lost Customers
13388.0,239,1,508.55,2,Lost Customers
13392.0,313,1,91.14,2,Lost Customers
13393.0,219,4,1131.45,3,Loyal Customers
13394.0,15,11,4101.68,1,VIP Customers
13395.0,36,2,872.51,0,New Customers
13397.0,73,5,1647.74,3,Loyal Customers
13398.0,84,1,213.0,2,Lost Customers
13399.0,100,3,275.4,2,Lost Customers
13400.0,218,1,310.83,2,Lost Customers
13402.0,8,3,913.9,0,New Customers
13403.0,23,2,154.5,0,New Customers
13405.0,117,3,641.36,3,Loyal Customers
13406.0,63,2,568.92,0,New Customers
13407.0,214,3,2244.7,3,Loyal Customers
13408.0,7,46,23616.422,1,VIP Customers
13410.0,29,4,1198.9,3,Loyal Customers
13412.0,256,1,487.35,2,Lost Customers
13413.0,275,6,429.44,3,Loyal Customers
13414.0,99,3,1103.64,3,Loyal Customers
13415.0,108,4,784.17,3,Loyal Customers
13416.0,372,1,228.3,2,Lost Customers
13417.0,183,4,1028.66,3,Loyal Customers
13418.0,8,15,6055.47,1,VIP Customers
13421.0,42,6,2225.04,3,Loyal Customers
13423.0,64,1,217.03,2,Lost Customers
13424.0,85,1,572.77,2,Lost Customers
13425.0,144,2,1766.22,3,Loyal Customers
13426.0,18,12,4526.06,1,VIP Customers
13427.0,113,3,423.93,2,Lost Customers
13428.0,150,2,276.76,2,Lost Customers
13431.0,42,6,2047.14,3,Loyal Customers
13432.0,207,2,439.1,2,Lost Customers
13433.0,137,4,658.32,3,Loyal Customers
13434.0,21,3,1132.62,3,Loyal Customers
13435.0,12,2,637.44,0,New Customers
13438.0,183,1,46.5,2,Lost Customers
13439.0,24,2,702.9,0,New Customers
13440.0,59,7,1295.25,3,Loyal Customers
13441.0,67,1,424.26,2,Lost Customers
13442.0,303,3,419.87,2,Lost Customers
13443.0,84,6,1273.16,3,Loyal Customers
13444.0,10,2,619.08,0,New Customers
13445.0,262,1,241.9,2,Lost Customers
13446.0,66,11,3881.89,1,VIP Customers
13448.0,9,9,5655.2,1,VIP Customers
13450.0,10,7,2076.32,1,VIP Customers
13451.0,17,6,4191.8,1,VIP Customers
13452.0,108,1,139.8,2,Lost Customers
13453.0,38,1,424.71,0,New Customers
13454.0,277,1,219.87,2,Lost Customers
13455.0,2,5,1847.59,1,VIP Customers
13457.0,324,2,148.22,2,Lost Customers
13458.0,15,2,2312.7000000000003,0,New Customers
13459.0,260,2,1160.41,3,Loyal Customers
13461.0,43,3,2715.0,3,Loyal Customers
13462.0,46,4,1002.35,3,Loyal Customers
13464.0,30,5,2422.96,3,Loyal Customers
13465.0,82,2,931.12,3,Loyal Customers
13466.0,44,4,705.45,3,Loyal Customers
13468.0,4,38,7670.54,1,VIP Customers
13469.0,289,1,82.4,2,Lost Customers
13472.0,99,2,592.24,2,Lost Customers
13473.0,210,6,2235.12,3,Loyal Customers
13474.0,79,2,419.75,2,Lost Customers
13476.0,42,3,823.0,3,Loyal Customers
13477.0,91,5,1364.59,3,Loyal Customers
13478.0,105,5,2215.78,3,Loyal Customers
13479.0,88,2,550.42,2,Lost Customers
13480.0,52,2,627.82,0,New Customers
13481.0,10,6,2026.28,1,VIP Customers
13482.0,263,1,151.45,2,Lost Customers
13484.0,19,2,476.92,0,New Customers
13485.0,12,10,2564.98,1,VIP Customers
13487.0,141,2,271.47,2,Lost Customers
13488.0,3,11,6619.57,1,VIP Customers
13490.0,290,1,154.25,2,Lost Customers
13491.0,8,18,3350.74,1,VIP Customers
13495.0,4,6,3329.39,1,VIP Customers
13497.0,4,5,972.28,1,VIP Customers
13498.0,366,1,327.38,2,Lost Customers
13500.0,37,1,299.53,0,New Customers
13501.0,122,2,1544.79,3,Loyal Customers
13502.0,51,2,488.5,0,New Customers
13503.0,115,5,1642.39,3,Loyal Customers
13506.0,5,4,1180.68,0,New Customers
13508.0,278,1,176.07999999999998,2,Lost Customers
13509.0,143,1,135.0,2,Lost Customers
13510.0,11,7,2766.73,1,VIP Customers
13511.0,312,1,282.76,2,Lost Customers
13512.0,23,3,462.18,0,New Customers
13513.0,77,2,619.49,3,Loyal Customers
13514.0,64,3,663.7,3,Loyal Customers
13515.0,85,2,374.7,2,Lost Customers
13516.0,53,1,295.85,2,Lost Customers
13519.0,78,1,220.46,2,Lost Customers
13520.0,7,6,3285.05,1,VIP Customers
13523.0,2,2,1136.64,0,New Customers
13526.0,374,2,1182.0,2,Lost Customers
13527.0,54,5,2298.93,3,Loyal Customers
13530.0,270,1,402.98,2,Lost Customers
13531.0,2,5,1254.72,1,VIP Customers
13534.0,15,10,1850.82,1,VIP Customers
13535.0,38,1,89.5,2,Lost Customers
13537.0,61,2,717.85,3,Loyal Customers
13538.0,32,5,1822.28,3,Loyal Customers
13539.0,56,4,938.02,3,Loyal Customers
13540.0,103,3,632.39,3,Loyal Customers
13541.0,63,2,785.25,3,Loyal Customers
13542.0,12,17,3959.49,1,VIP Customers
13543.0,270,2,1439.61,3,Loyal Customers
13544.0,47,4,514.14,3,Loyal Customers
13545.0,26,2,364.93,0,New Customers
13546.0,18,2,465.15,0,New Customers
13547.0,44,1,167.08,2,Lost Customers
13548.0,107,1,223.28,2,Lost Customers
13549.0,23,1,87.6,0,New Customers
13550.0,19,1,342.55,0,New Customers
13551.0,302,1,152.39999999999998,2,Lost Customers
13552.0,64,10,3208.85,3,Loyal Customers
13553.0,310,1,499.6,2,Lost Customers
13554.0,16,7,1629.35,1,VIP Customers
13555.0,14,9,4792.96,1,VIP Customers
13556.0,65,2,200.82,2,Lost Customers
13557.0,51,11,2448.2,1,VIP Customers
13559.0,148,2,990.0,3,Loyal Customers
13561.0,33,10,1661.54,1,VIP Customers
13562.0,37,5,3038.85,3,Loyal Customers
13564.0,4,35,15310.35,1,VIP Customers
13565.0,47,1,174.57999999999998,2,Lost Customers
13566.0,70,3,831.76,3,Loyal Customers
13567.0,64,4,1079.29,3,Loyal Customers
13569.0,3,3,497.74,0,New Customers
13571.0,18,14,2448.32,1,VIP Customers
13573.0,15,4,614.27,0,New Customers
13574.0,47,1,404.45,0,New Customers
13576.0,9,11,4834.4,1,VIP Customers
13577.0,18,7,1801.68,1,VIP Customers
13578.0,45,1,147.66,2,Lost Customers
13579.0,5,4,1072.0,0,New Customers
13580.0,42,1,107.75,2,Lost Customers
13581.0,50,1,162.53,2,Lost Customers
13582.0,25,2,241.68,0,New Customers
13583.0,315,1,664.001,2,Lost Customers
13584.0,134,2,243.3,2,Lost Customers
13585.0,166,3,684.54,3,Loyal Customers
13586.0,177,1,127.28,2,Lost Customers
13587.0,85,3,961.1,3,Loyal Customers
13589.0,85,4,741.09,3,Loyal Customers
13590.0,11,12,4354.12,1,VIP Customers
13591.0,71,4,976.81,3,Loyal Customers
13593.0,23,9,3481.4100000000003,1,VIP Customers
13594.0,121,1,136.35000000000002,2,Lost Customers
13595.0,152,3,784.48,3,Loyal Customers
13597.0,36,2,396.71,0,New Customers
13598.0,131,4,601.92,3,Loyal Customers
13599.0,2,14,5013.96,1,VIP Customers
13600.0,270,1,298.9,2,Lost Customers
13601.0,28,2,466.67,0,New Customers
13602.0,17,3,596.28,0,New Customers
13604.0,294,1,717.62,2,Lost Customers
13605.0,23,2,522.67,0,New Customers
13607.0,38,1,400.3,0,New Customers
13608.0,176,1,232.05,2,Lost Customers
13609.0,229,1,167.35,2,Lost Customers
13610.0,23,7,1021.38,3,Loyal Customers
13611.0,10,7,2143.53,1,VIP Customers
13612.0,268,1,818.29,2,Lost Customers
13613.0,88,5,1039.85,3,Loyal Customers
13614.0,29,2,747.28,0,New Customers
13615.0,35,7,5854.84,1,VIP Customers
13616.0,204,2,283.85,2,Lost Customers
13617.0,44,5,734.57,3,Loyal Customers
13619.0,180,2,224.94,2,Lost Customers
13620.0,164,1,112.34,2,Lost Customers
13622.0,332,1,658.95,2,Lost Customers
13623.0,16,5,1805.32,3,Loyal Customers
13624.0,24,1,462.08,0,New Customers
13625.0,232,1,301.26,2,Lost Customers
13626.0,15,1,449.81,0,New Customers
13627.0,124,2,607.43,2,Lost Customers
13628.0,312,1,310.14,2,Lost Customers
13629.0,49,8,5578.5,1,VIP Customers
13632.0,30,3,1526.88,3,Loyal Customers
13634.0,10,11,3486.41,1,VIP Customers
13635.0,78,3,1928.13,3,Loyal Customers
13639.0,72,1,312.93,2,Lost Customers
13640.0,247,1,405.0,2,Lost Customers
13641.0,276,5,1016.47,3,Loyal Customers
13642.0,68,3,159.92,2,Lost Customers
13643.0,18,7,1637.33,1,VIP Customers
13646.0,35,2,326.25,0,New Customers
13647.0,130,4,1393.56,3,Loyal Customers
13648.0,36,8,1764.02,3,Loyal Customers
13649.0,2,5,1304.88,1,VIP Customers
13650.0,10,4,1451.66,0,New Customers
13651.0,17,1,132.65,0,New Customers
13652.0,4,3,1475.77,0,New Customers
13653.0,123,1,152.2,2,Lost Customers
13654.0,16,5,3600.67,1,VIP Customers
13655.0,10,4,1347.54,0,New Customers
13656.0,135,2,699.2,2,Lost Customers
13658.0,19,4,3386.33,3,Loyal Customers
13659.0,52,10,3321.68,1,VIP Customers
13660.0,36,1,306.64,0,New Customers
13661.0,239,1,325.24,2,Lost Customers
13662.0,21,8,1352.35,1,VIP Customers
13663.0,16,4,1858.04,3,Loyal Customers
13665.0,22,3,1711.66,3,Loyal Customers
13666.0,56,2,43.25,2,Lost Customers
13668.0,19,14,6638.650000000001,1,VIP Customers
13669.0,43,1,195.0,0,New Customers
13671.0,30,1,172.6,0,New Customers
13672.0,366,1,233.53,2,Lost Customers
13674.0,68,1,240.68,2,Lost Customers
13676.0,175,2,243.9,2,Lost Customers
13677.0,40,2,551.24,0,New Customers
13679.0,129,3,281.26,2,Lost Customers
13680.0,107,8,7700.55,3,Loyal Customers
13683.0,93,1,258.6,2,Lost Customers
13684.0,26,3,529.75,0,New Customers
13686.0,16,2,337.04,0,New Customers
13687.0,74,1,11880.84,3,Loyal Customers
13688.0,271,1,375.5,2,Lost Customers
13689.0,80,1,349.5,2,Lost Customers
13691.0,32,1,212.78,0,New Customers
13692.0,44,2,1626.08,3,Loyal Customers
13693.0,10,9,2011.82,1,VIP Customers
13694.0,9,94,131443.19,1,VIP Customers
13695.0,213,1,266.6,2,Lost Customers
13696.0,57,3,2020.4,3,Loyal Customers
13698.0,232,2,451.73,2,Lost Customers
13699.0,186,1,455.57,2,Lost Customers
13700.0,53,3,348.34,0,New Customers
13701.0,82,1,161.0,2,Lost Customers
13702.0,81,1,135.18,2,Lost Customers
13703.0,51,1,326.06,0,New Customers
13705.0,9,5,1323.47,1,VIP Customers
13706.0,262,1,300.38,2,Lost Customers
13707.0,65,3,2559.45,3,Loyal Customers
13709.0,82,5,1263.7,3,Loyal Customers
13710.0,59,2,329.04,0,New Customers
13711.0,42,7,1540.2,3,Loyal Customers
13712.0,246,1,537.58,2,Lost Customers
13713.0,44,3,740.76,3,Loyal Customers
13714.0,101,1,161.35,2,Lost Customers
13715.0,8,13,7348.3,1,VIP Customers
13717.0,93,2,318.29,2,Lost Customers
13719.0,29,6,1741.4,3,Loyal Customers
13721.0,31,1,217.4,0,New Customers
13722.0,56,7,3260.0,3,Loyal Customers
13723.0,28,5,994.23,3,Loyal Customers
13724.0,273,1,213.01,2,Lost Customers
13727.0,247,6,740.6700000000001,3,Loyal Customers
13728.0,23,10,1839.03,1,VIP Customers
13729.0,71,3,724.73,3,Loyal Customers
13733.0,46,2,487.03,0,New Customers
13734.0,144,4,6695.6900000000005,3,Loyal Customers
13735.0,12,9,6879.2300000000005,1,VIP Customers
13736.0,61,5,2022.67,3,Loyal Customers
13738.0,32,1,434.78,0,New Customers
13739.0,163,1,75.3,2,Lost Customers
13740.0,51,4,1232.02,3,Loyal Customers
13745.0,182,1,477.32,2,Lost Customers
13746.0,49,1,176.69,2,Lost Customers
13747.0,9,2,169.8,0,New Customers
13748.0,9,5,1320.1,1,VIP Customers
13750.0,16,6,1954.92,1,VIP Customers
13752.0,163,1,404.4500000000001,2,Lost Customers
13753.0,234,3,1353.31,3,Loyal Customers
13754.0,73,1,164.45,2,Lost Customers
13756.0,3,10,3999.230000000001,1,VIP Customers
13757.0,310,1,195.55,2,Lost Customers
13758.0,2,10,6226.43,1,VIP Customers
13760.0,40,3,1076.85,3,Loyal Customers
13761.0,138,4,881.52,3,Loyal Customers
13762.0,229,4,2165.76,3,Loyal Customers
13763.0,53,2,3502.48,3,Loyal Customers
13764.0,205,3,1400.2,3,Loyal Customers
13765.0,289,1,352.821,2,Lost Customers
13766.0,131,1,190.35,2,Lost Customers
13767.0,5,39,18320.17,1,VIP Customers
13768.0,362,2,875.97,2,Lost Customers
13769.0,3,11,3003.9100000000003,1,VIP Customers
13770.0,58,4,785.37,3,Loyal Customers
13771.0,169,5,3094.37,3,Loyal Customers
13772.0,36,5,1977.39,3,Loyal Customers
13773.0,32,2,301.54,0,New Customers
13775.0,226,1,1049.66,2,Lost Customers
13776.0,64,2,623.98,3,Loyal Customers
13777.0,2,37,30501.26,1,VIP Customers
13778.0,127,3,945.79,3,Loyal Customers
13779.0,151,1,161.13,2,Lost Customers
13780.0,43,1,372.06,0,New Customers
13781.0,228,2,650.99,2,Lost Customers
13782.0,89,7,877.22,3,Loyal Customers
13783.0,123,4,1542.09,3,Loyal Customers
13784.0,70,3,447.44,3,Loyal Customers
13785.0,64,4,542.49,3,Loyal Customers
13786.0,3,6,3127.99,1,VIP Customers
13787.0,94,4,913.46,3,Loyal Customers
13788.0,141,1,3.75,2,Lost Customers
13789.0,24,1,239.46,0,New Customers
13792.0,58,1,188.4,2,Lost Customers
13793.0,282,1,96.0,2,Lost Customers
13794.0,182,1,126.03,2,Lost Customers
13795.0,24,4,836.3,3,Loyal Customers
13796.0,135,1,289.7,2,Lost Customers
13797.0,72,3,1179.45,3,Loyal Customers
13798.0,8,54,38683.02,1,VIP Customers
13799.0,80,7,2114.71,3,Loyal Customers
13800.0,66,2,1121.24,3,Loyal Customers
13802.0,10,16,21659.69,1,VIP Customers
13803.0,67,2,1061.84,3,Loyal Customers
13804.0,71,2,572.73,3,Loyal Customers
13807.0,3,3,422.2,0,New Customers
13809.0,30,2,524.65,0,New Customers
13813.0,163,4,1398.61,3,Loyal Customers
13814.0,163,1,678.2,2,Lost Customers
13815.0,42,4,3448.38,3,Loyal Customers
13818.0,65,1,61.28,2,Lost Customers
13819.0,305,3,1502.0,3,Loyal Customers
13820.0,54,3,652.75,3,Loyal Customers
13821.0,29,4,993.44,3,Loyal Customers
13823.0,16,5,2445.79,1,VIP Customers
13824.0,15,7,1615.82,1,VIP Customers
13825.0,257,2,255.59,2,Lost Customers
13829.0,57,1,102.0,2,Lost Customers
13830.0,217,1,156.85000000000002,2,Lost Customers
13831.0,5,13,4795.09,1,VIP Customers
13832.0,58,1,557.69,0,New Customers
13833.0,40,1,316.56,0,New Customers
13834.0,212,2,324.19,2,Lost Customers
13835.0,155,3,260.7,2,Lost Customers
13836.0,35,2,620.37,0,New Customers
13838.0,5,7,1245.91,1,VIP Customers
13839.0,122,1,139.95000000000002,2,Lost Customers
13840.0,52,1,651.4,0,New Customers
13842.0,2,10,2244.29,1,VIP Customers
13843.0,17,1,319.75,0,New Customers
13846.0,35,1,442.73,0,New Customers
13847.0,355,1,310.72,2,Lost Customers
13848.0,2,6,2080.0,1,VIP Customers
13849.0,33,3,1931.35,3,Loyal Customers
13851.0,15,5,1955.0,3,Loyal Customers
13852.0,246,1,187.35,2,Lost Customers
13854.0,1,15,4144.44,1,VIP Customers
13855.0,136,4,1310.34,3,Loyal Customers
13856.0,99,8,753.53,3,Loyal Customers
13857.0,29,6,1001.01,3,Loyal Customers
13859.0,165,1,314.7,2,Lost Customers
13861.0,65,2,273.26,2,Lost Customers
13862.0,25,1,346.73,0,New Customers
13863.0,101,3,933.77,3,Loyal Customers
13864.0,22,1,662.4000000000001,0,New Customers
13869.0,17,6,4913.22,1,VIP Customers
13870.0,23,7,2941.14,1,VIP Customers
13871.0,64,4,1482.6,3,Loyal Customers
13872.0,163,3,919.57,3,Loyal Customers
13873.0,19,5,649.32,3,Loyal Customers
13874.0,140,6,1508.7,3,Loyal Customers
13875.0,23,9,3027.58,1,VIP Customers
13877.0,106,2,332.44,2,Lost Customers
13878.0,183,3,1145.33,3,Loyal Customers
13879.0,281,1,395.5,2,Lost Customers
13880.0,3,5,1171.89,1,VIP Customers
13881.0,11,23,28019.58,1,VIP Customers
13883.0,39,10,3885.54,1,VIP Customers
13884.0,12,5,1037.43,3,Loyal Customers
13888.0,40,5,1405.92,3,Loyal Customers
13889.0,18,5,1574.3300000000002,3,Loyal Customers
13890.0,10,4,1043.57,0,New Customers
13891.0,14,3,859.21,0,New Customers
13892.0,113,2,634.68,2,Lost Customers
13895.0,151,2,1415.45,3,Loyal Customers
13896.0,261,1,388.55,2,Lost Customers
13897.0,74,2,849.5600000000001,3,Loyal Customers
13898.0,47,1,530.47,0,New Customers
13900.0,25,3,869.64,0,New Customers
13901.0,10,10,2809.14,1,VIP Customers
13902.0,268,5,34095.26,3,Loyal Customers
13903.0,36,1,165.45000000000002,0,New Customers
13905.0,368,1,312.65,2,Lost Customers
13906.0,45,1,42.0,2,Lost Customers
13907.0,327,1,136.8,2,Lost Customers
13909.0,59,2,282.85,2,Lost Customers
13911.0,15,11,1654.08,1,VIP Customers
13912.0,59,1,124.95,2,Lost Customers
13913.0,142,1,42.22,2,Lost Customers
13915.0,30,1,70.80000000000001,0,New Customers
13916.0,99,4,1275.81,3,Loyal Customers
13919.0,60,2,975.87,3,Loyal Customers
13920.0,67,4,1774.68,3,Loyal Customers
13921.0,38,4,730.7,3,Loyal Customers
13922.0,73,2,692.95,3,Loyal Customers
13927.0,73,1,359.27,2,Lost Customers
13929.0,52,9,2651.45,3,Loyal Customers
13931.0,28,9,4019.85,1,VIP Customers
13935.0,232,3,6116.92,3,Loyal Customers
13936.0,18,2,563.08,0,New Customers
13937.0,38,1,721.28,0,New Customers
13939.0,67,4,992.41,3,Loyal Customers
13941.0,8,11,6009.34,1,VIP Customers
13942.0,170,1,320.0,2,Lost Customers
13943.0,213,1,246.54,2,Lost Customers
13944.0,289,1,200.43,2,Lost Customers
13945.0,30,2,854.1500000000001,0,New Customers
13946.0,12,3,1314.66,0,New Customers
13948.0,47,3,446.76,0,New Customers
13952.0,16,12,9572.45,1,VIP Customers
13953.0,45,5,3125.0,3,Loyal Customers
13955.0,11,1,221.11,0,New Customers
13957.0,53,3,458.25,3,Loyal Customers
13958.0,15,8,4709.2300000000005,1,VIP Customers
13959.0,35,3,470.73,0,New Customers
13961.0,28,1,538.4,0,New Customers
13962.0,71,1,193.25,2,Lost Customers
13963.0,3,14,2347.33,1,VIP Customers
13964.0,23,2,438.9,0,New Customers
13965.0,112,3,996.61,3,Loyal Customers
13966.0,71,1,384.26,2,Lost Customers
13967.0,32,1,85.6,0,New Customers
13968.0,59,1,123.66,2,Lost Customers
13969.0,1,18,4266.88,1,VIP Customers
13970.0,22,2,846.55,0,New Customers
13971.0,59,6,1909.31,3,Loyal Customers
13974.0,218,1,264.13,2,Lost Customers
13975.0,29,6,2795.16,3,Loyal Customers
13976.0,142,3,834.38,3,Loyal Customers
13977.0,47,1,519.8100000000001,0,New Customers
13979.0,29,6,2510.06,3,Loyal Customers
13980.0,75,4,568.68,3,Loyal Customers
13981.0,51,1,331.14,0,New Customers
13982.0,1,6,2511.08,1,VIP Customers
13983.0,2,10,4479.82,1,VIP Customers
13984.0,2,8,1128.09,1,VIP Customers
13985.0,10,7,2960.73,1,VIP Customers
13987.0,15,2,682.54,0,New Customers
13988.0,19,2,609.84,0,New Customers
13989.0,100,3,759.98,3,Loyal Customers
13992.0,16,2,142.7,0,New Customers
13993.0,15,10,3309.35,1,VIP Customers
13995.0,15,9,2508.32,1,VIP Customers
13996.0,22,2,895.76,0,New Customers
13997.0,155,3,376.46,2,Lost Customers
13998.0,82,3,566.7,3,Loyal Customers
13999.0,10,17,5600.45,1,VIP Customers
14000.0,50,4,1410.68,3,Loyal Customers
14001.0,9,7,2487.01,1,VIP Customers
14003.0,368,1,209.41,2,Lost Customers
14004.0,29,4,1675.81,3,Loyal Customers
14006.0,164,4,1234.48,3,Loyal Customers
14007.0,148,1,79.48,2,Lost Customers
14008.0,68,1,509.04,2,Lost Customers
14009.0,98,1,404.3,2,Lost Customers
14010.0,201,2,445.15,2,Lost Customers
14011.0,116,2,457.82,2,Lost Customers
14013.0,16,2,611.55,0,New Customers
14014.0,12,2,1443.03,0,New Customers
14016.0,32,7,7062.2,1,VIP Customers
14017.0,207,1,229.75,2,Lost Customers
14018.0,281,1,367.15,2,Lost Customers
14020.0,112,2,606.21,2,Lost Customers
14021.0,10,4,1084.68,0,New Customers
14022.0,122,1,352.15000000000003,2,Lost Customers
14024.0,26,1,318.04,0,New Customers
14025.0,100,8,4057.9,3,Loyal Customers
14026.0,106,2,713.11,3,Loyal Customers
14028.0,186,3,10396.5,3,Loyal Customers
14030.0,2,14,5839.46,1,VIP Customers
14031.0,1,27,23632.72,1,VIP Customers
14032.0,2,6,1874.68,1,VIP Customers
14033.0,191,1,109.44,2,Lost Customers
14035.0,42,4,1366.73,3,Loyal Customers
14037.0,114,4,689.75,3,Loyal Customers
14038.0,33,2,1509.5,3,Loyal Customers
14039.0,211,1,115.08,2,Lost Customers
14040.0,22,23,8963.49,1,VIP Customers
14042.0,361,1,431.98,2,Lost Customers
14043.0,127,2,302.6,2,Lost Customers
14044.0,54,6,2431.28,3,Loyal Customers
14045.0,9,13,9653.28,1,VIP Customers
14047.0,8,10,2946.42,1,VIP Customers
14048.0,18,2,338.76,0,New Customers
14049.0,23,9,7444.68,1,VIP Customers
14051.0,2,15,6784.01,1,VIP Customers
14052.0,26,1,241.3,0,New Customers
14053.0,33,2,312.05,0,New Customers
14055.0,213,2,795.3199999999999,2,Lost Customers
14057.0,17,5,2135.0,3,Loyal Customers
14058.0,98,2,469.19,2,Lost Customers
14060.0,2,13,3378.66,1,VIP Customers
14061.0,143,3,917.43,3,Loyal Customers
14062.0,10,12,15120.8,1,VIP Customers
14063.0,74,9,22710.2,1,VIP Customers
14064.0,66,10,1925.9,3,Loyal Customers
14065.0,25,3,891.02,0,New Customers
14068.0,239,3,1250.87,3,Loyal Customers
14069.0,150,2,225.81,2,Lost Customers
14070.0,320,1,321.6,2,Lost Customers
14072.0,302,1,390.85,2,Lost Customers
14074.0,259,1,219.4,2,Lost Customers
14075.0,39,3,792.61,3,Loyal Customers
14077.0,31,1,115.66,0,New Customers
14078.0,9,4,640.34,0,New Customers
14079.0,318,1,243.63,2,Lost Customers
14080.0,49,4,1070.08,3,Loyal Customers
14081.0,5,9,4369.47,1,VIP Customers
14082.0,28,1,231.11,0,New Customers
14083.0,7,3,373.3,0,New Customers
14084.0,148,1,150.5,2,Lost Customers
14085.0,4,16,5607.43,1,VIP Customers
14086.0,98,1,39.95,2,Lost Customers
14087.0,40,2,638.0,0,New Customers
14088.0,42,3,13544.99,3,Loyal Customers
14091.0,290,2,9530.08,3,Loyal Customers
14092.0,10,10,3152.54,1,VIP Customers
14094.0,75,1,311.77,2,Lost Customers
14095.0,358,1,2.95,2,Lost Customers
14097.0,117,2,422.86,2,Lost Customers
14099.0,11,9,2646.74,1,VIP Customers
14101.0,24,7,3985.14,1,VIP Customers
14104.0,25,3,527.3199999999999,0,New Customers
14105.0,44,4,4722.6,3,Loyal Customers
14106.0,373,1,214.8,2,Lost Customers
14107.0,84,4,2174.07,3,Loyal Customers
14108.0,367,2,447.05,2,Lost Customers
